id	id_old	skill	hazard	hours	production	salary	prof_ohe	equip_ohe	prod_ty
182	183	8	1.0	264	1950	52619.158755291115	010000000	000100000	7.386363636363637
183	184	8	1.0	216	1950	39960.82916958211	010000000	000100000	9.027777777777779
184	185	8	3.4	228	1950	50214.967333959896	001000000	000010000	8.552631578947368
185	186	8	3.4	192	1950	39190.69286232418	001000000	000010000	10.15625
186	187	8	3.4	228	1950	50214.967333959896	001000000	000010000	8.552631578947368
187	188	8	3.4	240	1950	54075.799093174355	001000000	000010000	8.125
188	189	8	3.4	288	1950	69775.36300547351	001000000	000010000	6.770833333333333
189	190	8	3.4	240	1950	54075.799093174355	001000000	000010000	8.125
190	191	8	3.3	204	1950	41526.79846366008	100000000	000000010	9.558823529411764
191	192	8	3.3	240	1950	52646.23068866497	100000000	000000010	8.125
192	193	8	3.3	288	1950	67777.11785122799	100000000	000000010	6.770833333333333
193	194	8	3.3	228	1950	48785.39892945051	100000000	000000010	8.552631578947368
194	195	8	3.3	228	1950	48785.39892945051	100000000	000000010	8.552631578947368
195	196	8	3.3	216	1950	44914.336991058946	100000000	000000010	9.027777777777779
196	197	8	3.3	228	1950	48785.39892945051	100000000	000000001	8.552631578947368
197	198	8	3.3	228	1950	48785.39892945051	100000000	000000001	8.552631578947368
198	199	8	3.3	252	1950	56261.61170825449	100000000	000000001	7.738095238095238
199	200	8	3.3	252	1950	56261.61170825449	100000000	000000001	7.738095238095238
200	201	2	1.0	204	1460	20672.558868058335	000000001	100000000	7.1568627450980395
201	202	2	1.0	204	1460	20672.558868058335	000000001	100000000	7.1568627450980395
202	203	2	1.0	204	1460	20672.558868058335	000000001	100000000	7.1568627450980395
203	204	2	3.3	144	1460	16438.042765822076	000000001	000000010	10.13888888888889
204	205	2	3.3	156	1460	18298.117833961598	000001000	000000010	9.35897435897436
205	206	2	3.3	168	1460	19672.790260400576	000000001	000000010	8.69047619047619
206	207	2	3.3	156	1460	18298.117833961598	000001000	000000010	9.35897435897436
207	208	2	3.3	180	1460	21904.24525452671	000000001	000000010	8.11111111111111
208	209	2	3.3	192	1460	24510.15434825512	000000001	000000010	7.604166666666667
209	210	2	3.3	180	1460	21938.428451357562	000001000	000000010	8.11111111111111
210	211	2	3.3	204	1460	27081.303090678888	000001000	000000010	7.1568627450980395
211	212	2	3.3	168	1460	19672.790260400576	000000001	000000010	8.69047619047619
212	213	2	3.3	216	1460	29810.529413981243	000000001	000000010	6.7592592592592595
213	214	2	3.3	144	1460	16472.225962652927	000001000	000000010	10.13888888888889
214	215	2	3.3	192	1460	24510.15434825512	000000001	000000010	7.604166666666667
215	216	2	3.3	192	1460	24510.15434825512	000001000	000000010	7.604166666666667
219	220	3	1.0	168	1460	15558.692328190082	000000001	100000000	8.69047619047619
226	227	3	3.3	180	1460	21938.428451357562	000001000	000000010	8.11111111111111
248	249	4	3.4	192	1460	28338.801414625923	001000000	000010000	7.604166666666667
250	251	4	3.4	168	1460	22128.927129842246	000000100	000010000	8.69047619047619
256	257	4	3.1	216	1460	29795.6187126957	000100000	000010000	6.7592592592592595
258	259	4	3.4	192	1460	28338.801414625923	001000000	000010000	7.604166666666667
276	277	4	3.2	168	1460	20848.876095015283	000000010	000000010	8.69047619047619
279	280	4	3.2	180	1460	23162.074179351664	000000010	000000010	8.11111111111111
290	291	4	3.3	144	1460	18112.682145972703	000001000	000000001	10.13888888888889
299	300	5	3.3	168	1460	22805.785538896773	100000000	010000000	8.69047619047619
312	313	5	2.0	180	1460	22902.601744499265	000010000	001000000	8.11111111111111
313	314	5	2.0	192	1460	25827.451653184282	000010000	001000000	7.604166666666667
315	316	5	3.4	180	1460	27554.71523393475	001000000	000010000	8.11111111111111
318	319	5	3.4	156	1460	22415.180588184907	001000000	000001000	9.35897435897436
330	331	5	3.4	168	1460	23779.75095698596	001000000	000000100	8.69047619047619
343	344	6	3.4	156	1460	24120.28008520784	001000000	000010000	9.35897435897436
344	345	6	3.4	156	1460	24120.28008520784	001000000	000010000	9.35897435897436
345	346	6	3.4	180	1460	29486.376862457335	001000000	000010000	8.11111111111111
348	349	6	3.3	192	1460	31980.56366211607	100000000	000000010	7.604166666666667
350	351	6	3.3	168	1460	25023.74604496867	100000000	000000001	8.69047619047619
359	360	7	1.0	192	1460	29594.32334623189	010000000	000100000	7.604166666666667
361	362	7	3.4	156	1460	26452.822286514078	001000000	000010000	9.35897435897436
371	372	7	3.3	156	1460	25577.042771218534	100000000	000000010	9.35897435897436
372	373	7	3.3	180	1460	30999.76825450381	100000000	000000010	8.11111111111111
379	380	7	3.3	144	1460	23323.142024229037	100000000	000000001	10.13888888888889
382	383	8	1.0	180	1460	26366.536684637507	010000000	000100000	8.11111111111111
383	384	8	1.0	144	1460	18972.92022399479	010000000	000100000	10.13888888888889
384	385	8	3.4	180	1460	31784.47368735532	001000000	000010000	8.11111111111111
385	386	8	3.4	144	1460	24198.92153952458	001000000	000010000	10.13888888888889
386	387	8	3.4	192	1460	35281.62124770194	001000000	000010000	7.604166666666667
387	388	8	3.4	216	1460	42510.87908676409	001000000	000010000	6.7592592592592595
388	389	8	3.4	156	1460	26452.822286514078	001000000	000010000	9.35897435897436
389	390	8	3.4	192	1460	35281.62124770194	001000000	000010000	7.604166666666667
390	391	8	3.3	156	1460	25577.042771218534	100000000	000000010	9.35897435897436
391	392	8	3.3	180	1460	30999.76825450381	100000000	000000010	8.11111111111111
392	393	8	3.3	180	1460	30999.76825450381	100000000	000000010	8.11111111111111
393	394	8	3.3	180	1460	30999.76825450381	100000000	000000010	8.11111111111111
394	395	8	3.3	132	1460	21478.44053570445	100000000	000000010	11.06060606060606
395	396	8	3.3	192	1460	34160.87016324467	100000000	000000010	7.604166666666667
396	397	8	3.3	156	1460	25577.042771218534	100000000	000000001	9.35897435897436
397	398	8	3.3	192	1460	34160.87016324467	100000000	000000001	7.604166666666667
398	399	8	3.3	204	1460	37875.39194548098	100000000	000000001	7.1568627450980395
399	400	8	3.3	180	1460	30999.76825450381	100000000	000000001	8.11111111111111
400	401	2	1.0	192	1430	18822.051454288227	000000001	100000000	7.447916666666667
401	402	2	1.0	180	1430	17743.11468483522	000000001	100000000	7.944444444444445
402	403	2	1.0	192	1430	18822.051454288227	000000001	100000000	7.447916666666667
403	404	2	3.3	192	1430	24397.41176314468	000000001	000000010	7.447916666666667
404	405	2	3.3	180	1430	21825.68586624712	000001000	000000010	7.944444444444445
405	406	2	3.3	180	1430	21791.50266941627	000000001	000000010	7.944444444444445
406	407	2	3.3	156	1430	18185.375248851156	000001000	000000010	9.166666666666666
407	408	2	3.3	168	1430	19560.047675290134	000000001	000000010	8.511904761904763
408	409	2	3.3	180	1430	21791.50266941627	000000001	000000010	7.944444444444445
409	410	2	3.3	156	1430	18185.375248851156	000001000	000000010	9.166666666666666
410	411	2	3.3	168	1430	19594.230872120985	000001000	000000010	8.511904761904763
411	412	2	3.3	168	1430	19560.047675290134	000000001	000000010	8.511904761904763
412	413	2	3.3	168	1430	19560.047675290134	000000001	000000010	8.511904761904763
413	414	2	3.3	228	1430	31679.523110086833	000001000	000000010	6.271929824561403
414	415	2	3.3	168	1430	19560.047675290134	000000001	000000010	8.511904761904763
415	416	2	3.3	180	1430	21825.68586624712	000001000	000000010	7.944444444444445
419	420	3	1.0	168	1430	15585.292394676333	000000001	100000000	8.511904761904763
426	427	3	3.3	168	1430	19594.230872120985	000001000	000000010	8.511904761904763
448	449	4	3.4	168	1430	21764.31129397835	001000000	000010000	8.511904761904763
450	451	4	3.4	192	1430	27210.42615082758	000000100	000010000	7.447916666666667
456	457	4	3.1	168	1430	19430.689855468412	000100000	000010000	8.511904761904763
458	459	4	3.4	180	1430	25612.908274894395	001000000	000010000	7.944444444444445
476	477	4	3.2	180	1430	23049.331594241223	000000010	000000010	7.944444444444445
479	480	4	3.2	192	1430	25945.52148946626	000000010	000000010	7.447916666666667
490	491	4	3.3	156	1430	19825.831432170933	000001000	000000001	9.166666666666666
499	500	5	3.3	168	1430	22734.118592267307	100000000	010000000	8.511904761904763
512	513	5	2.0	156	1430	19573.844723341837	000010000	001000000	9.166666666666666
513	514	5	2.0	168	1430	20673.11250771092	000010000	001000000	8.511904761904763
515	516	5	3.4	168	1430	23708.084010356495	001000000	000010000	8.511904761904763
518	519	5	3.4	192	1430	30267.781937026957	001000000	000001000	7.447916666666667
530	531	5	3.4	192	1430	30267.781937026957	001000000	000000100	7.447916666666667
543	544	6	3.4	180	1430	29414.70991582787	001000000	000010000	7.944444444444445
544	545	6	3.4	132	1430	20215.568805622883	001000000	000010000	10.833333333333334
545	546	6	3.4	156	1430	24048.613138578374	001000000	000010000	9.166666666666666
548	549	6	3.3	168	1430	24952.079098339203	100000000	000000010	8.511904761904763
550	551	6	3.3	168	1430	24952.079098339203	100000000	000000001	8.511904761904763
559	560	7	1.0	204	1430	32501.83697515219	010000000	000100000	7.009803921568627
561	562	7	3.4	144	1430	24033.583157962155	001000000	000010000	9.930555555555555
571	572	7	3.3	204	1430	37750.621720978335	100000000	000000010	7.009803921568627
572	573	7	3.3	156	1430	25411.704389656108	100000000	000000010	9.166666666666666
579	580	7	3.3	180	1430	30834.429872941386	100000000	000000001	7.944444444444445
582	583	8	1.0	156	1430	21235.221558837577	010000000	000100000	9.166666666666666
583	584	8	1.0	204	1430	32501.83697515219	010000000	000100000	7.009803921568627
584	585	8	3.4	180	1430	31619.135305792894	001000000	000010000	7.944444444444445
585	586	8	3.4	192	1430	35116.2828661395	001000000	000010000	7.447916666666667
586	587	8	3.4	192	1430	35116.2828661395	001000000	000010000	7.447916666666667
587	588	8	3.4	168	1430	27844.171028844106	001000000	000010000	8.511904761904763
588	589	8	3.4	180	1430	31619.135305792894	001000000	000010000	7.944444444444445
589	590	8	3.4	192	1430	35116.2828661395	001000000	000010000	7.447916666666667
590	591	8	3.3	192	1430	33995.53178168223	100000000	000000010	7.447916666666667
591	592	8	3.3	156	1430	25411.704389656108	100000000	000000010	9.166666666666666
592	593	8	3.3	168	1430	27059.4655959926	100000000	000000010	8.511904761904763
593	594	8	3.3	144	1430	23157.80364266661	100000000	000000010	9.930555555555555
594	595	8	3.3	180	1430	30834.429872941386	100000000	000000010	7.944444444444445
595	596	8	3.3	180	1430	30834.429872941386	100000000	000000010	7.944444444444445
596	597	8	3.3	168	1430	27059.4655959926	100000000	000000001	8.511904761904763
597	598	8	3.3	156	1430	25411.704389656108	100000000	000000001	9.166666666666666
598	599	8	3.3	168	1430	27059.4655959926	100000000	000000001	8.511904761904763
599	600	8	3.3	156	1430	25411.704389656108	100000000	000000001	9.166666666666666
600	601	2	1.0	204	1790	22251.19020259413	000000001	100000000	8.77450980392157
601	602	2	1.0	192	1790	20330.593710970345	000000001	100000000	9.322916666666666
602	603	2	1.0	216	1790	25238.286332475116	000000001	100000000	8.287037037037036
603	604	2	3.3	204	1790	28983.32268147391	000000001	000000010	8.77450980392157
604	605	2	3.3	216	1790	31734.729282413544	000001000	000000010	8.287037037037036
605	606	2	3.3	240	1790	36421.32729659893	000000001	000000010	7.458333333333333
606	607	2	3.3	228	1790	33675.89740656977	000001000	000000010	7.850877192982456
607	608	2	3.3	204	1790	28983.32268147391	000000001	000000010	8.77450980392157
608	609	2	3.3	216	1790	31734.729282413544	000000001	000000010	8.287037037037036
609	610	2	3.3	192	1790	26368.684927682716	000001000	000000010	9.322916666666666
610	611	2	3.3	264	1790	41223.99201206625	000001000	000000010	6.78030303030303
611	612	2	3.3	192	1790	26368.684927682716	000000001	000000010	9.322916666666666
612	613	2	3.3	252	1790	39570.57603068325	000000001	000000010	7.103174603174603
613	614	2	3.3	216	1790	31734.729282413544	000001000	000000010	8.287037037037036
614	615	2	3.3	192	1790	26368.684927682716	000000001	000000010	9.322916666666666
615	616	2	3.3	192	1790	26368.684927682716	000001000	000000010	9.322916666666666
619	620	3	1.0	216	1790	25238.286332475116	000000001	100000000	8.287037037037036
626	627	3	3.3	216	1790	31734.729282413544	000001000	000000010	8.287037037037036
648	649	4	3.4	216	1790	35670.184643802146	001000000	000010000	8.287037037037036
650	651	4	3.4	204	1790	32143.5419535236	000000100	000010000	8.77450980392157
656	657	4	3.1	240	1790	36931.306227704496	000100000	000010000	7.458333333333333
658	659	4	3.4	204	1790	32709.97579854138	001000000	000010000	8.77450980392157
676	677	4	3.2	192	1790	28100.57703277204	000000010	000000010	9.322916666666666
679	680	4	3.2	216	1790	33840.0634314689	000000010	000000010	8.287037037037036
690	691	4	3.3	216	1790	34053.39304172388	000001000	000000001	8.287037037037036
699	700	5	3.3	216	1790	36570.4846644103	100000000	010000000	8.287037037037036
712	713	5	2.0	240	1790	38919.65966679767	000010000	001000000	7.458333333333333
713	714	5	2.0	264	1790	44960.46547166282	000010000	001000000	6.78030303030303
715	716	5	3.4	240	1790	44155.36178056337	001000000	000010000	7.458333333333333
718	719	5	3.4	216	1790	37862.742171959	001000000	000001000	8.287037037037036
730	731	5	3.4	240	1790	44155.36178056337	001000000	000000100	7.458333333333333
743	744	6	3.4	156	1790	26502.508276098688	001000000	000010000	11.474358974358974
744	745	6	3.4	240	1790	47549.338097664	001000000	000010000	7.458333333333333
745	746	6	3.4	228	1790	44232.48914732083	001000000	000010000	7.850877192982456
748	749	6	3.3	228	1790	43430.10077471921	100000000	000000010	7.850877192982456
750	751	6	3.3	228	1790	43430.10077471921	100000000	000000001	7.850877192982456
759	760	7	1.0	216	1790	38841.00283208375	010000000	000100000	8.287037037037036
761	762	7	3.4	228	1790	49384.23748837887	001000000	000010000	7.850877192982456
771	772	7	3.3	228	1790	47954.669083869485	100000000	000000010	7.850877192982456
772	773	7	3.3	216	1790	44073.1275781285	100000000	000000010	8.287037037037036
779	780	7	3.3	216	1790	44073.1275781285	100000000	000000001	8.287037037037036
782	783	8	1.0	228	1790	42512.32519489024	010000000	000100000	7.850877192982456
783	784	8	1.0	228	1790	42512.32519489024	010000000	000100000	7.850877192982456
784	785	8	3.4	204	1790	42131.04131303426	001000000	000010000	8.77450980392157
785	786	8	3.4	192	1790	38359.96301674315	001000000	000010000	9.322916666666666
786	787	8	3.4	204	1790	42131.04131303426	001000000	000010000	8.77450980392157
787	788	8	3.4	204	1790	42131.04131303426	001000000	000010000	8.77450980392157
788	789	8	3.4	216	1790	45578.74128845589	001000000	000010000	8.287037037037036
789	790	8	3.4	180	1790	34862.815456396536	001000000	000010000	9.944444444444445
790	791	8	3.3	168	1790	29777.256239137532	100000000	000000010	10.654761904761905
791	792	8	3.3	228	1790	47954.669083869485	100000000	000000010	7.850877192982456
792	793	8	3.3	204	1790	40685.589050729635	100000000	000000010	8.77450980392157
793	794	8	3.3	240	1790	51815.500843083944	100000000	000000010	7.458333333333333
794	795	8	3.3	192	1790	36981.54683584274	100000000	000000010	9.322916666666666
795	796	8	3.3	204	1790	40685.589050729635	100000000	000000010	8.77450980392157
796	797	8	3.3	168	1790	29777.256239137532	100000000	000000001	10.654761904761905
797	798	8	3.3	216	1790	44073.1275781285	100000000	000000001	8.287037037037036
798	799	8	3.3	192	1790	36981.54683584274	100000000	000000001	9.322916666666666
799	800	8	3.3	216	1790	44073.1275781285	100000000	000000001	8.287037037037036
800	801	2	1.0	156	1490	14441.047198499204	000000001	100000000	9.551282051282051
801	802	2	1.0	168	1490	15523.404040769543	000000001	100000000	8.869047619047619
802	803	2	1.0	192	1490	18803.652111748863	000000001	100000000	7.760416666666667
803	804	2	3.3	168	1490	19578.226855866098	000000001	000000010	8.869047619047619
804	805	2	3.3	192	1490	24459.07995508807	000001000	000000010	7.760416666666667
805	806	2	3.3	228	1490	31700.62314497044	000000001	000000010	6.535087719298246
806	807	2	3.3	156	1490	18247.043440794547	000001000	000000010	9.551282051282051
807	808	2	3.3	180	1490	21853.17086135966	000000001	000000010	8.277777777777779
808	809	2	3.3	228	1490	31700.62314497044	000000001	000000010	6.535087719298246
809	810	2	3.3	180	1490	21887.35405819051	000001000	000000010	8.277777777777779
810	811	2	3.3	156	1490	18247.043440794547	000001000	000000010	9.551282051282051
811	812	2	3.3	192	1490	24459.07995508807	000000001	000000010	7.760416666666667
812	813	2	3.3	192	1490	24459.07995508807	000000001	000000010	7.760416666666667
813	814	2	3.3	192	1490	24459.07995508807	000001000	000000010	7.760416666666667
814	815	2	3.3	168	1490	19578.226855866098	000000001	000000010	8.869047619047619
815	816	2	3.3	192	1490	24459.07995508807	000001000	000000010	7.760416666666667
819	820	3	1.0	156	1490	14441.047198499204	000000001	100000000	9.551282051282051
826	827	3	3.3	156	1490	18247.043440794547	000001000	000000010	9.551282051282051
848	849	4	3.4	204	1490	31114.026736106094	001000000	000010000	7.303921568627451
850	851	4	3.4	192	1490	27272.09434277097	000000100	000010000	7.760416666666667
856	857	4	3.1	132	1490	15137.160066695453	000100000	000010000	11.287878787878787
858	859	4	3.4	240	1490	40071.71942832169	001000000	000010000	6.208333333333333
876	877	4	3.2	192	1490	26007.18968140965	000000010	000000010	7.760416666666667
879	880	4	3.2	168	1490	20754.312690480805	000000010	000000010	8.869047619047619
890	891	4	3.3	156	1490	19887.499624114324	000001000	000000001	9.551282051282051
899	900	5	3.3	192	1490	29195.303311269465	100000000	010000000	7.760416666666667
912	913	5	2.0	168	1490	20676.794119074595	000010000	001000000	8.869047619047619
913	914	5	2.0	192	1490	25776.37726001723	000010000	001000000	7.760416666666667
915	916	5	3.4	192	1490	30288.374490489372	001000000	000010000	7.760416666666667
918	919	5	3.4	144	1490	20299.29578227976	001000000	000001000	10.347222222222221
930	931	5	3.4	180	1490	27503.640840767697	001000000	000000100	8.277777777777779
943	944	6	3.4	180	1490	29435.302469290284	001000000	000010000	8.277777777777779
944	945	6	3.4	156	1490	24069.20569204079	001000000	000010000	9.551282051282051
945	946	6	3.4	168	1490	25670.817759690915	001000000	000010000	8.869047619047619
948	949	6	3.3	204	1490	34379.041290245965	100000000	000000010	7.303921568627451
950	951	6	3.3	192	1490	31929.48926894902	100000000	000000001	7.760416666666667
959	960	7	1.0	180	1490	26315.462291470456	010000000	000100000	8.277777777777779
961	962	7	3.4	180	1490	31733.399294188268	001000000	000010000	8.277777777777779
971	972	7	3.3	180	1490	30948.69386133676	100000000	000000010	8.277777777777779
972	973	7	3.3	192	1490	34109.79577007762	100000000	000000010	7.760416666666667
979	980	7	3.3	144	1490	23272.067631061986	100000000	000000001	10.347222222222221
982	983	8	1.0	144	1490	18921.84583082774	010000000	000100000	10.347222222222221
983	984	8	1.0	204	1490	32401.793837072066	010000000	000100000	7.303921568627451
984	985	8	3.4	168	1490	27968.9145845889	001000000	000010000	8.869047619047619
985	986	8	3.4	216	1490	42459.80469359704	001000000	000010000	6.898148148148148
986	987	8	3.4	168	1490	27968.9145845889	001000000	000010000	8.869047619047619
987	988	8	3.4	228	1490	46265.30089352003	001000000	000010000	6.535087719298246
988	989	8	3.4	204	1490	39012.10471817541	001000000	000010000	7.303921568627451
989	990	8	3.4	180	1490	31733.399294188268	001000000	000010000	8.277777777777779
990	991	8	3.3	180	1490	30948.69386133676	100000000	000000010	8.277777777777779
991	992	8	3.3	180	1490	30948.69386133676	100000000	000000010	8.277777777777779
992	993	8	3.3	180	1490	30948.69386133676	100000000	000000010	8.277777777777779
993	994	8	3.3	168	1490	27184.209151737392	100000000	000000010	8.869047619047619
994	995	8	3.3	192	1490	34109.79577007762	100000000	000000010	7.760416666666667
995	996	8	3.3	168	1490	27184.209151737392	100000000	000000010	8.869047619047619
996	997	8	3.3	168	1490	27184.209151737392	100000000	000000001	8.869047619047619
997	998	8	3.3	180	1490	30948.69386133676	100000000	000000001	8.277777777777779
998	999	8	3.3	204	1490	37824.31755231393	100000000	000000001	7.303921568627451
999	1000	8	3.3	168	1490	27184.209151737392	100000000	000000001	8.869047619047619
1000	1001	2	1.0	228	2250	30397.60466872835	000000001	100000000	9.868421052631579
1001	1002	2	1.0	240	2250	32977.972948528084	000000001	100000000	9.375
1002	1003	2	1.0	288	2250	45273.39525005039	000000001	100000000	7.8125
1003	1004	2	3.3	228	2250	36716.99182353342	000000001	000000010	9.868421052631579
1004	1005	2	3.3	252	2250	43290.277798662406	000001000	000000010	8.928571428571429
1005	1006	2	3.3	276	2250	47821.87933738803	000000001	000000010	8.152173913043478
1006	1007	2	3.3	288	2250	52538.977521477485	000001000	000000010	7.8125
1007	1008	2	3.3	300	2250	53530.929348153906	000000001	000000010	7.5
1008	1009	2	3.3	264	2250	44332.91743400021	000000001	000000010	8.522727272727273
1009	1010	2	3.3	300	2250	54481.037460192725	000001000	000000010	7.5
1010	1011	2	3.3	312	2250	56928.040347883005	000001000	000000010	7.211538461538462
1011	1012	2	3.3	264	2250	44332.91743400021	000000001	000000010	8.522727272727273
1012	1013	2	3.3	288	2250	51860.37017046198	000000001	000000010	7.8125
1013	1014	2	3.3	240	2250	40141.0290645781	000001000	000000010	9.375
1014	1015	2	3.3	276	2250	47821.87933738803	000000001	000000010	8.152173913043478
1015	1016	2	3.3	240	2250	40141.0290645781	000001000	000000010	9.375
1019	1020	3	1.0	228	2250	30397.60466872835	000000001	100000000	9.868421052631579
1026	1027	3	3.3	348	2250	61066.235062791304	000001000	000000010	6.4655172413793105
1048	1049	4	3.4	324	2250	65470.798638857406	001000000	000010000	6.944444444444445
1050	1051	4	3.4	276	2250	53232.4867555749	000000100	000010000	8.152173913043478
1056	1057	4	3.1	300	2250	54782.280967622726	000100000	000010000	7.5
1058	1059	4	3.4	204	2250	35557.06988633907	001000000	000010000	11.029411764705882
1076	1077	4	3.2	276	2250	51949.82460769807	000000010	000000010	8.152173913043478
1079	1080	4	3.2	276	2250	51949.82460769807	000000010	000000010	8.152173913043478
1090	1091	4	3.3	228	2250	39936.73555940784	000001000	000000001	9.868421052631579
1099	1100	5	3.3	288	2250	60683.91857068353	100000000	010000000	7.8125
1112	1113	5	2.0	264	2250	49343.90328162637	000010000	001000000	8.522727272727273
1113	1114	5	2.0	324	2250	64593.92237877723	000010000	001000000	6.944444444444445
1115	1116	5	3.4	300	2250	64783.13220411901	001000000	000010000	7.5
1118	1119	5	3.4	252	2250	51109.95396412509	001000000	000001000	8.928571428571429
1130	1131	5	3.4	240	2250	47976.078072788274	001000000	000000100	9.375
1143	1144	6	3.4	288	2250	67281.3259210246	001000000	000010000	7.8125
1144	1145	6	3.4	228	2250	48272.81832444938	001000000	000010000	9.868421052631579
1145	1146	6	3.4	264	2250	60152.792398652746	001000000	000010000	8.522727272727273
1148	1149	6	3.3	276	2250	62055.14567097298	100000000	000000010	8.152173913043478
1150	1151	6	3.3	252	2250	55914.897448345284	100000000	000000001	8.928571428571429
1159	1160	7	1.0	300	2250	68476.47064987989	010000000	000100000	7.5
1161	1162	7	3.4	288	2250	74182.35228804886	001000000	000010000	7.8125
1171	1172	7	3.3	312	2250	76893.1214460359	100000000	000000010	7.211538461538462
1172	1173	7	3.3	228	2250	52261.613112628846	100000000	000000010	9.868421052631579
1179	1180	7	3.3	264	2250	63321.69961248934	100000000	000000001	8.522727272727273
1182	1183	8	1.0	276	2250	61501.29559793442	010000000	000100000	8.152173913043478
1183	1184	8	1.0	264	2250	56456.477631855174	010000000	000100000	8.522727272727273
1184	1185	8	3.4	312	2250	78023.76139812941	001000000	000010000	7.211538461538462
1185	1186	8	3.4	264	2250	65149.77260011551	001000000	000010000	8.522727272727273
1186	1187	8	3.4	264	2250	65149.77260011551	001000000	000010000	8.522727272727273
1187	1188	8	3.4	276	2250	70158.88878939189	001000000	000010000	8.152173913043478
1188	1189	8	3.4	264	2250	65149.77260011551	001000000	000010000	8.522727272727273
1189	1190	8	3.4	264	2250	65149.77260011551	001000000	000010000	8.522727272727273
1190	1191	8	3.3	264	2250	63321.69961248934	100000000	000000010	8.522727272727273
1191	1192	8	3.3	300	2250	75650.27750512611	100000000	000000010	7.5
1192	1193	8	3.3	240	2250	56698.17019260151	100000000	000000010	9.375
1193	1194	8	3.3	300	2250	75650.27750512611	100000000	000000010	7.5
1194	1195	8	3.3	240	2250	56698.17019260151	100000000	000000010	9.375
1195	1196	8	3.3	300	2250	75650.27750512611	100000000	000000010	7.5
1196	1197	8	3.3	324	2250	79189.74579735663	100000000	000000001	6.944444444444445
1197	1198	8	3.3	324	2250	79189.74579735663	100000000	000000001	6.944444444444445
1198	1199	8	3.3	276	2250	68346.352395734	100000000	000000001	8.152173913043478
1199	1200	8	3.3	252	2250	60313.55121219103	100000000	000000001	8.928571428571429
1200	1201	2	1.0	192	1620	18810.205487681407	000000001	100000000	8.4375
1201	1202	2	1.0	204	1620	20687.312967937767	000000001	100000000	7.9411764705882355
